Country/Territories,Currency,Currency Code,Currency units per £1,Start Date,End Date
Chile,Peso,CLP,1071.0482,01/10/2022,31/10/2022
China,Yuan,CNY,7.9916,01/10/2022,31/10/2022
Colombia,Peso,COP,4987.6506,01/10/2022,31/10/2022
Comoros,Franc,KMF,564.3271,01/10/2022,31/10/2022
Congo (Brazaville),CFA Franc,XAF,752.4362,01/10/2022,31/10/2022
Congo (DemRep),Congo Fr,CDF,2311.6149,01/10/2022,31/10/2022
Costa Rica,Colon,CRC,716.8046,01/10/2022,31/10/2022
Cote d'Ivoire,CFA Franc,XOF,752.4362,01/10/2022,31/10/2022
Croatia,Kuna,HRK,8.6279,01/10/2022,31/10/2022
Cuba,Peso,CUP,29.16,01/10/2022,31/10/2022
Czech Republic,Koruna,CZK,28.2721,01/10/2022,31/10/2022
Denmark,Krone,DKK,8.5303,01/10/2022,31/10/2022
Djibouti,Franc,DJF,202.2663,01/10/2022,31/10/2022
Dominica,E Caribbean Dollar,XCD,3.0595,01/10/2022,31/10/2022
Dominican Republic,Peso,DOP,60.6232,01/10/2022,31/10/2022
Dubai,Dirham,AED,4.1621,01/10/2022,31/10/2022
Ecuador,Dollar,ECS,1.1331,01/10/2022,31/10/2022
Egypt,Pound,EGP,22.0786,01/10/2022,31/10/2022
El Salvador,Colon,SVC,9.9232,01/10/2022,31/10/2022
Equatorial Guinea,CFA Franc,XAF,752.4362,01/10/2022,31/10/2022
Eritrea,Nakfa,ERN,16.9972,01/10/2022,31/10/2022
Ethiopia,Birr,ETB,59.8382,01/10/2022,31/10/2022
Eurozone,Euro,EUR,1.1471,01/10/2022,31/10/2022
Fiji Islands,Dollar,FJD,2.5767,01/10/2022,31/10/2022
Fr. Polynesia,CFP Franc,XPF,136.8832,01/10/2022,31/10/2022
Gabon,CFA Franc,XAF,752.4362,01/10/2022,31/10/2022
Gambia,Dalasi,GMD,63.0878,01/10/2022,31/10/2022
Georgia,Lari,GEL,3.2068,01/10/2022,31/10/2022
Ghana,Cedi,GHS,11.4448,01/10/2022,31/10/2022
Grenada,E Caribbean Dollar,XCD,3.0595,01/10/2022,31/10/2022
Guatemala,Quetzal,GTQ,8.8542,01/10/2022,31/10/2022
Guinea Bissau,CFA Franc,XOF,752.4362,01/10/2022,31/10/2022
Guinea Republic,Franc,GNF,9793.8013,01/10/2022,31/10/2022
Guyana,Dollar,GYD,237.2562,01/10/2022,31/10/2022
Haiti,Gourde,HTG,130.9039,01/10/2022,31/10/2022
Honduras,Lempira,HNL,27.932,01/10/2022,31/10/2022
Hong Kong,Dollar,HKD,8.8951,01/10/2022,31/10/2022
Hungary,Forint,HUF,466.9827,01/10/2022,31/10/2022
Iceland,Krona,ISK,160.9348,01/10/2022,31/10/2022
India,Rupee,INR,90.6317,01/10/2022,31/10/2022
Indonesia,Rupiah,IDR,16994.346,01/10/2022,31/10/2022
Iraq,Dinar,IQD,1654.3909,01/10/2022,31/10/2022
Israel,Shekel,ILS,3.9223,01/10/2022,31/10/2022
Jamaica,Dollar,JMD,172.0213,01/10/2022,31/10/2022
Japan,Yen,JPY,163.3144,01/10/2022,31/10/2022
Jordan,Dinar,JOD,0.8039,01/10/2022,31/10/2022
Kazakhstan,Tenge,KZT,543.5581,01/10/2022,31/10/2022
Kenya,Schilling,KES,136.4306,01/10/2022,31/10/2022
Kuwait,Dinar,KWD,0.3505,01/10/2022,31/10/2022
Kyrgyz Republic,Som,KGS,92.0044,01/10/2022,31/10/2022
Lao People's Dem Rep,Kip,LAK,18163.1728,01/10/2022,31/10/2022
Lebanon,Pound,LBP,1713.1504,01/10/2022,31/10/2022
Lesotho,Loti,LSL,20.1034,01/10/2022,31/10/2022
Liberia,Dollar (US),LRD,1.1331,01/10/2022,31/10/2022
Libya,Dinar,LYD,5.4561,01/10/2022,31/10/2022
Macao,Pataca,MOP,9.1619,01/10/2022,31/10/2022
Macedonia,Denar,MKD,70.6062,01/10/2022,31/10/2022
Madagascar,Malagasy Ariary,MGA,4674.223,01/10/2022,31/10/2022
Malawi,Kwacha,MWK,1168.2721,01/10/2022,31/10/2022
Malaysia,Ringgit,MYR,5.1586,01/10/2022,31/10/2022
Maldive Islands,Rufiyaa,MVR,17.5184,01/10/2022,31/10/2022
Mali Republic,CFA Franc,XOF,752.4362,01/10/2022,31/10/2022
Mauritania,Ouguiya,MRU,40.48725,01/10/2022,31/10/2022
Mauritius,Rupee,MUR,49.7564,01/10/2022,31/10/2022
Mexico,Mexican Peso,MXN,22.6691,01/10/2022,31/10/2022
Moldova,Leu,MDL,21.949,01/10/2022,31/10/2022
Mongolia,Tugrik,MNT,3688.386,01/10/2022,31/10/2022
Montserrat,E Caribbean Dollar,XCD,3.0595,01/10/2022,31/10/2022
Morocco,Dirham,MAD,12.1737,01/10/2022,31/10/2022
Mozambique,Metical,MZN,72.4079,01/10/2022,31/10/2022
Myanmar,Kyat,MMK,2381.4278,01/10/2022,31/10/2022
Nepal,Rupee,NPR,145.0108,01/10/2022,31/10/2022
New Caledonia,CFP Franc,XPF,136.8832,01/10/2022,31/10/2022
New Zealand,Dollar,NZD,1.9279,01/10/2022,31/10/2022
Nicaragua,Gold Cordoba,NIO,40.7252,01/10/2022,31/10/2022
Niger Republic,CFA Franc,XOF,752.4362,01/10/2022,31/10/2022
Nigeria,Naira,NGN,493.7677,01/10/2022,31/10/2022
Norway,Norwegian Krone,NOK,11.6692,01/10/2022,31/10/2022
Oman,Rial,OMR,0.4363,01/10/2022,31/10/2022
Pakistan,Rupee,PKR,271.6714,01/10/2022,31/10/2022
Panama,Balboa,PAB,1.1331,01/10/2022,31/10/2022
Papua New Guinea,Kina,PGK,3.9835,01/10/2022,31/10/2022
Paraguay,Guarani,PYG,7922.9509,01/10/2022,31/10/2022
Peru,New Sol,PEN,4.4141,01/10/2022,31/10/2022
Philippines,Peso,PHP,65.7224,01/10/2022,31/10/2022
Poland,Zloty,PLN,5.4765,01/10/2022,31/10/2022
Qatar,Riyal,QAR,4.1266,01/10/2022,31/10/2022
Romania,New Leu,RON,5.671,01/10/2022,31/10/2022
Russia,Rouble,RUB,69.5467,01/10/2022,31/10/2022
Rwanda,Franc,RWF,1177.9038,01/10/2022,31/10/2022
Saotome & Principe,Dobra,STD,25552.4,01/10/2022,31/10/2022
Saudi Arabia,Riyal,SAR,4.2635,01/10/2022,31/10/2022
Senegal,CFA Franc,XOF,752.4362,01/10/2022,31/10/2022
Serbia,Dinar,RSD,134.5439,01/10/2022,31/10/2022
Seychelles,Rupee,SCR,16.1972,01/10/2022,31/10/2022
Sierra Leone,Leone,SLL,15731.7795,01/10/2022,31/10/2022
Singapore,Dollar,SGD,1.6044,01/10/2022,31/10/2022
Soloman Islands,Dollar,SBD,9.1753,01/10/2022,31/10/2022
Somali Republic,Schilling,SOS,657.2238,01/10/2022,31/10/2022
South Africa,Rand,ZAR,20.1034,01/10/2022,31/10/2022
South Korea,Won,KRW,1579.9436,01/10/2022,31/10/2022
Sri Lanka,Rupee,LKR,413.5921,01/10/2022,31/10/2022
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.0595,01/10/2022,31/10/2022
St Lucia,E Caribbean Dollar,XCD,3.0595,01/10/2022,31/10/2022
St Vincent,E Caribbean Dollar,XCD,3.0595,01/10/2022,31/10/2022
Sudan Republic,Pound,SDG,651.5581,01/10/2022,31/10/2022
Surinam,Dollar,SRD,31.0969,01/10/2022,31/10/2022
Swaziland,Lilangeni,SZL,20.1034,01/10/2022,31/10/2022
Sweden,Krona,SEK,12.4837,01/10/2022,31/10/2022
Switzerland,Franc,CHF,1.0935,01/10/2022,31/10/2022
Taiwan,Dollar,TWD,35.6317,01/10/2022,31/10/2022
Tanzania,Schilling,TZS,2642.4931,01/10/2022,31/10/2022
Thailand,Baht,THB,42.0892,01/10/2022,31/10/2022
Togo Republic,CFA Franc,XOF,752.4362,01/10/2022,31/10/2022
Tonga Islands,Pa'anga (AUS),TOP,1.7015,01/10/2022,31/10/2022
Trinidad/Tobago,Dollar,TTD,7.6638,01/10/2022,31/10/2022
Tunisia,Dinar,TND,3.6811,01/10/2022,31/10/2022
Turkey,Turkish  Lira,TRY,20.7666,01/10/2022,31/10/2022
Turkmenistan,New Manat,TMT,3.966,01/10/2022,31/10/2022
UAE,Dirham,AED,4.1621,01/10/2022,31/10/2022
Uganda,Schilling,UGX,4328.0638,01/10/2022,31/10/2022
Ukraine,Hryvnia,UAH,41.7758,01/10/2022,31/10/2022
Uruguay,Peso,UYU,46.3796,01/10/2022,31/10/2022
USA,Dollar,USD,1.1331,01/10/2022,31/10/2022
Uzbekistan,Sum,UZS,12441.9428,01/10/2022,31/10/2022
Vanuatu,Vatu,VUV,136.3683,01/10/2022,31/10/2022
Venezuela,Bolivar Fuerte,VEF,281432.08,01/10/2022,31/10/2022
Vietnam,Dong,VND,26849.8903,01/10/2022,31/10/2022
Wallis & Futuna Islands,CFP Franc,XPF,136.8832,01/10/2022,31/10/2022
Western Samoa,Tala,WST,3.1389,01/10/2022,31/10/2022
Yemen (Rep of),Rial,YER,283.5694,01/10/2022,31/10/2022
Zambia,Kwacha,ZMW,17.762,01/10/2022,31/10/2022
Zimbabwe,Dollar,ZWL,410.085,01/10/2022,31/10/2022
