Country/Territories,Currency,Currency Code,Currency Units per £1,Start Date,End Date
Macedonia,Denar,MKD,71.98,01/07/2021,31/07/2021
Madagascar,Malagasy Ariary,MGA,5266.32,01/07/2021,31/07/2021
Malawi,Kwacha,MWK,1124.38,01/07/2021,31/07/2021
Malaysia,Ringgit,MYR,5.8132,01/07/2021,31/07/2021
Maldive Islands,Rufiyaa,MVR,21.58,01/07/2021,31/07/2021
Mali Republic,CFA Franc,XOF,766.91,01/07/2021,31/07/2021
Mauritania,Ouguiya,MRU,49.91,01/07/2021,31/07/2021
Mauritius,Rupee,MUR,57.2,01/07/2021,31/07/2021
Mexico,Mexican Peso,MXN,28.37,01/07/2021,31/07/2021
Moldova,Leu,MDL,25.1,01/07/2021,31/07/2021
Mongolia,Tugrik,MNT,3988.15,01/07/2021,31/07/2021
Montserrat,E Caribbean Dollar,XCD,3.7716,01/07/2021,31/07/2021
Morocco,Dirham,MAD,12.42,01/07/2021,31/07/2021
Mozambique,Metical,MZN,88.38,01/07/2021,31/07/2021
Myanmar,Kyat,MMK,2298.97,01/07/2021,31/07/2021
Nepal,Rupee,NPR,166.01,01/07/2021,31/07/2021
New Caledonia,CFP Franc,XPF,139.51,01/07/2021,31/07/2021
New Zealand,Dollar,NZD,1.981,01/07/2021,31/07/2021
Nicaragua,Gold Cordoba,NIO,49.1,01/07/2021,31/07/2021
Niger Republic,CFA Franc,XOF,766.91,01/07/2021,31/07/2021
Nigeria,Naira,NGN,574.82,01/07/2021,31/07/2021
Norway,Norwegian Krone,NOK,11.88,01/07/2021,31/07/2021
Oman,Rial,OMR,0.5379,01/07/2021,31/07/2021
Pakistan,Rupee,PKR,221.4,01/07/2021,31/07/2021
Panama,Balboa,PAB,1.3969,01/07/2021,31/07/2021
Papua New Guinea,Kina,PGK,4.9058,01/07/2021,31/07/2021
Paraguay,Guarani,PYG,9490.57,01/07/2021,31/07/2021
Peru,New Sol,PEN,5.559,01/07/2021,31/07/2021
Philippines,Peso,PHP,68.15,01/07/2021,31/07/2021
Poland,Zloty,PLN,5.293,01/07/2021,31/07/2021
Qatar,Riyal,QAR,5.087,01/07/2021,31/07/2021
Romania,New Leu,RON,5.7592,01/07/2021,31/07/2021
Russia,Rouble,RUB,101.38,01/07/2021,31/07/2021
Rwanda,Franc,RWF,1386.07,01/07/2021,31/07/2021
Saotome & Principe,Dobra,STD,29125.4,01/07/2021,31/07/2021
Saudi Arabia,Riyal,SAR,5.2388,01/07/2021,31/07/2021
Senegal,CFA Franc,XOF,766.91,01/07/2021,31/07/2021
Serbia,Dinar,RSD,137.25,01/07/2021,31/07/2021
Seychelles,Rupee,SCR,22.45,01/07/2021,31/07/2021
Sierra Leone,Leone,SLL,14314.83,01/07/2021,31/07/2021
Singapore,Dollar,SGD,1.8781,01/07/2021,31/07/2021
Soloman Islands,Dollar,SBD,11.17,01/07/2021,31/07/2021
Somali Republic,Schilling,SOS,817.18,01/07/2021,31/07/2021
South Africa,Rand,ZAR,19.82,01/07/2021,31/07/2021
South Korea,Won,KRW,1589.11,01/07/2021,31/07/2021
Sri Lanka,Rupee,LKR,278.08,01/07/2021,31/07/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.7716,01/07/2021,31/07/2021
St Lucia,E Caribbean Dollar,XCD,3.7716,01/07/2021,31/07/2021
St Vincent,E Caribbean Dollar,XCD,3.7716,01/07/2021,31/07/2021
Sudan Republic,Pound,SDG,615.33,01/07/2021,31/07/2021
Surinam,Dollar,SRD,29.67,01/07/2021,31/07/2021
Swaziland,Lilangeni,SZL,19.82,01/07/2021,31/07/2021
Sweden,Krona,SEK,11.84,01/07/2021,31/07/2021
Switzerland,Franc,CHF,1.2808,01/07/2021,31/07/2021
Taiwan,Dollar,TWD,39.11,01/07/2021,31/07/2021
Tanzania,Schilling,TZS,3239.41,01/07/2021,31/07/2021
Thailand,Baht,THB,44.51,01/07/2021,31/07/2021
Togo Republic,CFA Franc,XOF,766.91,01/07/2021,31/07/2021
Tonga Islands,Pa'anga (AUS),TOP,1.8408,01/07/2021,31/07/2021
Trinidad/Tobago,Dollar,TTD,9.4682,01/07/2021,31/07/2021
Tunisia,Dinar,TND,3.8733,01/07/2021,31/07/2021
Turkey,Turkish  Lira,TRY,12.06,01/07/2021,31/07/2021
Turkmenistan,New Manat,TMT,4.9031,01/07/2021,31/07/2021
UAE,Dirham,AED,5.131,01/07/2021,31/07/2021
Uganda,Schilling,UGX,4964.46,01/07/2021,31/07/2021
Ukraine,Hryvnia,UAH,38.31,01/07/2021,31/07/2021
Uruguay,Peso,UYU,60.82,01/07/2021,31/07/2021
USA,Dollar,USD,1.3969,01/07/2021,31/07/2021
Uzbekistan,Sum,UZS,14767.88,01/07/2021,31/07/2021
Vanuatu,Vatu,VUV,154.35,01/07/2021,31/07/2021
Venezuela,Bolivar Fuerte,VEF,337216.34,01/07/2021,31/07/2021
Vietnam,Dong,VND,32163.75,01/07/2021,31/07/2021
Wallis & Futuna Islands,CFP Franc,XPF,139.51,01/07/2021,31/07/2021
Western Samoa,Tala,WST,3.5672,01/07/2021,31/07/2021
Yemen (Rep of),Rial,YER,351.26,01/07/2021,31/07/2021
Zambia,Kwacha,ZMW,31.57,01/07/2021,31/07/2021
Zimbabwe,Dollar,ZWL,505.53,01/07/2021,31/07/2021
