Country/Territories ,Currency,Currency Code,Currency Units per £1,Start Date,End Date 
Costa Rica,Colon,CRC,846.84,01/08/2021,31/08/2021
Cote d'Ivoire,CFA Franc,XOF,760.89,01/08/2021,31/08/2021
Croatia,Kuna,HRK,8.7294,01/08/2021,31/08/2021
Cuba,Peso,CUP,1.3674,01/08/2021,31/08/2021
Czech Republic,Koruna,CZK,29.82,01/08/2021,31/08/2021
Denmark,Krone,DKK,8.6287,01/08/2021,31/08/2021
Djibouti,Franc,DJF,243.02,01/08/2021,31/08/2021
Dominica,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
Dominican Republic,Peso,DOP,77.97,01/08/2021,31/08/2021
Dubai,Dirham,AED,5.0228,01/08/2021,31/08/2021
Ecuador,Dollar,ECS,1.3674,01/08/2021,31/08/2021
Egypt,Pound,EGP,21.42,01/08/2021,31/08/2021
El Salvador,Colon,SVC,11.96,01/08/2021,31/08/2021
Equatorial Guinea,CFA Franc,XAF,760.89,01/08/2021,31/08/2021
Eritrea,Nakfa,ERN,20.51,01/08/2021,31/08/2021
Ethiopia,Birr,ETB,60.55,01/08/2021,31/08/2021
Eurozone,Euro,EUR,1.16,01/08/2021,31/08/2021
Fiji Islands,Dollar,FJD,2.8584,01/08/2021,31/08/2021
Fr. Polynesia,CFP Franc,XPF,138.42,01/08/2021,31/08/2021
Gabon,CFA Franc,XAF,760.89,01/08/2021,31/08/2021
Gambia,Dalasi,GMD,69.87,01/08/2021,31/08/2021
Georgia,Lari,GEL,4.2528,01/08/2021,31/08/2021
Ghana,Cedi,GHS,8.0953,01/08/2021,31/08/2021
Grenada,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
Guatemala,Quetzal,GTQ,10.59,01/08/2021,31/08/2021
Guinea Bissau,CFA Franc,XOF,760.89,01/08/2021,31/08/2021
Guinea Republic,Franc,GNF,13392.09,01/08/2021,31/08/2021
Guyana,Dollar,GYD,286.04,01/08/2021,31/08/2021
Haiti,Gourde,HTG,128.16,01/08/2021,31/08/2021
Honduras,Lempira,HNL,32.43,01/08/2021,31/08/2021
Hong Kong,Dollar,HKD,10.63,01/08/2021,31/08/2021
Hungary,Forint,HUF,417.51,01/08/2021,31/08/2021
Iceland,Krona,ISK,171.68,01/08/2021,31/08/2021
India,Rupee,INR,102.03,01/08/2021,31/08/2021
Indonesia,Rupiah,IDR,19886.09,01/08/2021,31/08/2021
Iraq,Dinar,IQD,1995.78,01/08/2021,31/08/2021
Israel,Shekel,ILS,4.481,01/08/2021,31/08/2021
Jamaica,Dollar,JMD,211.21,01/08/2021,31/08/2021
Japan,Yen,JPY,150.87,01/08/2021,31/08/2021
Jordan,Dinar,JOD,0.9695,01/08/2021,31/08/2021
Kazakhstan,Tenge,KZT,585.04,01/08/2021,31/08/2021
Kenya,Schilling,KES,147.95,01/08/2021,31/08/2021
Kuwait,Dinar,KWD,0.4114,01/08/2021,31/08/2021
Kyrgyz Republic,Som,KGS,115.82,01/08/2021,31/08/2021
Lao People's Dem Rep,Kip,LAK,13072.78,01/08/2021,31/08/2021
Lebanon,Pound,LBP,2075.1,01/08/2021,31/08/2021
Lesotho,Loti,LSL,20.03,01/08/2021,31/08/2021
Liberia,Dollar (US),LRD,1.3674,01/08/2021,31/08/2021
Libya,Dinar,LYD,6.174,01/08/2021,31/08/2021
Macao,Pataca,MOP,10.94,01/08/2021,31/08/2021
Macedonia,Denar,MKD,71.43,01/08/2021,31/08/2021
Madagascar,Malagasy Ariary,MGA,5278.34,01/08/2021,31/08/2021
Malawi,Kwacha,MWK,1106.99,01/08/2021,31/08/2021
Malaysia,Ringgit,MYR,5.7877,01/08/2021,31/08/2021
Maldive Islands,Rufiyaa,MVR,21.05,01/08/2021,31/08/2021
Mali Republic,CFA Franc,XOF,760.89,01/08/2021,31/08/2021
Mauritania,Ouguiya,MRU,48.85,01/08/2021,31/08/2021
Mauritius,Rupee,MUR,58.11,01/08/2021,31/08/2021
Mexico,Mexican Peso,MXN,27.6,01/08/2021,31/08/2021
Moldova,Leu,MDL,24.65,01/08/2021,31/08/2021
Mongolia,Tugrik,MNT,3897.22,01/08/2021,31/08/2021
Montserrat,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
Morocco,Dirham,MAD,12.24,01/08/2021,31/08/2021
Mozambique,Metical,MZN,87.01,01/08/2021,31/08/2021
Myanmar,Kyat,MMK,2250.5,01/08/2021,31/08/2021
Nepal,Rupee,NPR,163.25,01/08/2021,31/08/2021
New Caledonia,CFP Franc,XPF,138.42,01/08/2021,31/08/2021
New Zealand,Dollar,NZD,1.9666,01/08/2021,31/08/2021
Nicaragua,Gold Cordoba,NIO,48.14,01/08/2021,31/08/2021
Niger Republic,CFA Franc,XOF,760.89,01/08/2021,31/08/2021
Nigeria,Naira,NGN,562.7,01/08/2021,31/08/2021
Norway,Norwegian Krone,NOK,12.18,01/08/2021,31/08/2021
Oman,Rial,OMR,0.5265,01/08/2021,31/08/2021
Pakistan,Rupee,PKR,220.29,01/08/2021,31/08/2021
Panama,Balboa,PAB,1.3674,01/08/2021,31/08/2021
Papua New Guinea,Kina,PGK,4.8014,01/08/2021,31/08/2021
Paraguay,Guarani,PYG,9341.91,01/08/2021,31/08/2021
Peru,New Sol,PEN,5.4028,01/08/2021,31/08/2021
Philippines,Peso,PHP,68.85,01/08/2021,31/08/2021
Poland,Zloty,PLN,5.3234,01/08/2021,31/08/2021
Qatar,Riyal,QAR,4.9789,01/08/2021,31/08/2021
Romania,New Leu,RON,5.7129,01/08/2021,31/08/2021
Russia,Rouble,RUB,101.25,01/08/2021,31/08/2021
Rwanda,Franc,RWF,1361.49,01/08/2021,31/08/2021
Saotome & Principe,Dobra,STD,28921.5,01/08/2021,31/08/2021
Saudi Arabia,Riyal,SAR,5.1292,01/08/2021,31/08/2021
Senegal,CFA Franc,XOF,760.89,01/08/2021,31/08/2021
Serbia,Dinar,RSD,136.41,01/08/2021,31/08/2021
Seychelles,Rupee,SCR,21.38,01/08/2021,31/08/2021
Sierra Leone,Leone,SLL,14016.34,01/08/2021,31/08/2021
Singapore,Dollar,SGD,1.8666,01/08/2021,31/08/2021
Soloman Islands,Dollar,SBD,10.96,01/08/2021,31/08/2021
Somali Republic,Schilling,SOS,799.95,01/08/2021,31/08/2021
South Africa,Rand,ZAR,20.03,01/08/2021,31/08/2021
South Korea,Won,KRW,1577.89,01/08/2021,31/08/2021
Sri Lanka,Rupee,LKR,272.79,01/08/2021,31/08/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
St Lucia,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
St Vincent,E Caribbean Dollar,XCD,3.6921,01/08/2021,31/08/2021
Sudan Republic,Pound,SDG,610.56,01/08/2021,31/08/2021
Surinam,Dollar,SRD,27.88,01/08/2021,31/08/2021
Swaziland,Lilangeni,SZL,20.03,01/08/2021,31/08/2021
Sweden,Krona,SEK,11.89,01/08/2021,31/08/2021
Switzerland,Franc,CHF,1.2566,01/08/2021,31/08/2021
Taiwan,Dollar,TWD,38.36,01/08/2021,31/08/2021
Tanzania,Schilling,TZS,3171.1,01/08/2021,31/08/2021
Thailand,Baht,THB,44.91,01/08/2021,31/08/2021
Togo Republic,CFA Franc,XOF,760.89,01/08/2021,31/08/2021
Tonga Islands,Pa'anga (AUS),TOP,1.8626,01/08/2021,31/08/2021
Trinidad/Tobago,Dollar,TTD,9.224,01/08/2021,31/08/2021
Tunisia,Dinar,TND,3.8118,01/08/2021,31/08/2021
Turkey,Turkish  Lira,TRY,11.74,01/08/2021,31/08/2021
Turkmenistan,New Manat,TMT,4.7861,01/08/2021,31/08/2021
UAE,Dirham,AED,5.0228,01/08/2021,31/08/2021
Uganda,Schilling,UGX,4862.64,01/08/2021,31/08/2021
Ukraine,Hryvnia,UAH,37.24,01/08/2021,31/08/2021
Uruguay,Peso,UYU,60.03,01/08/2021,31/08/2021
USA,Dollar,USD,1.3674,01/08/2021,31/08/2021
Uzbekistan,Sum,UZS,14493.11,01/08/2021,31/08/2021
Vanuatu,Vatu,VUV,153.1,01/08/2021,31/08/2021
Venezuela,Bolivar Fuerte,VEF,341227.47,01/08/2021,31/08/2021
Vietnam,Dong,VND,31484.16,01/08/2021,31/08/2021
Wallis & Futuna Islands,CFP Franc,XPF,138.42,01/08/2021,31/08/2021
Western Samoa,Tala,WST,3.5289,01/08/2021,31/08/2021
Yemen (Rep of),Rial,YER,344.09,01/08/2021,31/08/2021
Zambia,Kwacha,ZMW,30.48,01/08/2021,31/08/2021
Zimbabwe,Dollar,ZWL,494.87,01/08/2021,31/08/2021
