Country/Territories,Currency,Currency Code,Currency units per £1 ,Start Date,End Date
Gabon,CFA Franc,XAF,774.5124,01/06/2022,30/06/2022
Gambia,Dalasi,GMD,67.2447,01/06/2022,30/06/2022
Georgia,Lari,GEL,3.6493,01/06/2022,30/06/2022
Ghana,Cedi,GHS,9.5576,01/06/2022,30/06/2022
Grenada,E Caribbean Dollar,XCD,3.3514,01/06/2022,30/06/2022
Guatemala,Quetzal,GTQ,9.5159,01/06/2022,30/06/2022
Guinea Bissau,CFA Franc,XOF,774.5124,01/06/2022,30/06/2022
Guinea Republic,Franc,GNF,10860.9355,01/06/2022,30/06/2022
Guyana,Dollar,GYD,259.7155,01/06/2022,30/06/2022
Haiti,Gourde,HTG,135.579,01/06/2022,30/06/2022
Honduras,Lempira,HNL,30.4914,01/06/2022,30/06/2022
Hong Kong,Dollar,HKD,9.7891,01/06/2022,30/06/2022
Hungary,Forint,HUF,451.7498,01/06/2022,30/06/2022
Iceland,Krona,ISK,164.2421,01/06/2022,30/06/2022
India,Rupee,INR,96.7277,01/06/2022,30/06/2022
Indonesia,Rupiah,IDR,18230.8758,01/06/2022,30/06/2022
Iraq,Dinar,IQD,1812.2238,01/06/2022,30/06/2022
Israel,Shekel,ILS,4.1776,01/06/2022,30/06/2022
Jamaica,Dollar,JMD,192.2097,01/06/2022,30/06/2022
Japan,Yen,JPY,161.2004,01/06/2022,30/06/2022
Jordan,Dinar,JOD,0.88,01/06/2022,30/06/2022
Kazakhstan,Tenge,KZT,537.6471,01/06/2022,30/06/2022
Kenya,Schilling,KES,144.4193,01/06/2022,30/06/2022
Kuwait,Dinar,KWD,0.3804,01/06/2022,30/06/2022
Kyrgyz Republic,Som,KGS,99.6444,01/06/2022,30/06/2022
Lao People's Dem Rep,Kip,LAK,16415.5206,01/06/2022,30/06/2022
Lebanon,Pound,LBP,1877.0171,01/06/2022,30/06/2022
Lesotho,Loti,LSL,19.8383,01/06/2022,30/06/2022
Liberia,Dollar (US),LRD,1.2471,01/06/2022,30/06/2022
Libya,Dinar,LYD,5.989,01/06/2022,30/06/2022
Macao,Pataca,MOP,10.035,01/06/2022,30/06/2022
Macedonia,Denar,MKD,72.7062,01/06/2022,30/06/2022
Madagascar,Malagasy Ariary,MGA,5020.2341,01/06/2022,30/06/2022
Malawi,Kwacha,MWK,1013.5918,01/06/2022,30/06/2022
Malaysia,Ringgit,MYR,5.4746,01/06/2022,30/06/2022
Maldive Islands,Rufiyaa,MVR,19.1463,01/06/2022,30/06/2022
Mali Republic,CFA Franc,XOF,774.5124,01/06/2022,30/06/2022
Mauritania,Ouguiya,MRU,44.34984,01/06/2022,30/06/2022
Mauritius,Rupee,MUR,53.684,01/06/2022,30/06/2022
Mexico,Mexican Peso,MXN,24.8095,01/06/2022,30/06/2022
Moldova,Leu,MDL,23.6756,01/06/2022,30/06/2022
Mongolia,Tugrik,MNT,3892.5576,01/06/2022,30/06/2022
Montserrat,E Caribbean Dollar,XCD,3.3514,01/06/2022,30/06/2022
Morocco,Dirham,MAD,12.4888,01/06/2022,30/06/2022
Mozambique,Metical,MZN,79.2289,01/06/2022,30/06/2022
Myanmar,Kyat,MMK,2298.3696,01/06/2022,30/06/2022
Nepal,Rupee,NPR,154.0763,01/06/2022,30/06/2022
New Caledonia,CFP Franc,XPF,140.8993,01/06/2022,30/06/2022
New Zealand,Dollar,NZD,1.966,01/06/2022,30/06/2022
Nicaragua,Gold Cordoba,NIO,44.4553,01/06/2022,30/06/2022
Niger Republic,CFA Franc,XOF,774.5124,01/06/2022,30/06/2022
Nigeria,Naira,NGN,515.1184,01/06/2022,30/06/2022
Norway,Norwegian Krone,NOK,12.0924,01/06/2022,30/06/2022
Oman,Rial,OMR,0.4779,01/06/2022,30/06/2022
Pakistan,Rupee,PKR,243.0987,01/06/2022,30/06/2022
Panama,Balboa,PAB,1.2412,01/06/2022,30/06/2022
Papua New Guinea,Kina,PGK,4.3736,01/06/2022,30/06/2022
Paraguay,Guarani,PYG,8489.5841,01/06/2022,30/06/2022
Peru,New Sol,PEN,4.6733,01/06/2022,30/06/2022
Philippines,Peso,PHP,65.1066,01/06/2022,30/06/2022
Poland,Zloty,PLN,5.4756,01/06/2022,30/06/2022
Qatar,Riyal,QAR,4.5203,01/06/2022,30/06/2022
Romania,New Leu,RON,5.8421,01/06/2022,30/06/2022
Russia,Rouble,RUB,80.0606,01/06/2022,30/06/2022
Rwanda,Franc,RWF,1272.777,01/06/2022,30/06/2022
Saotome & Principe,Dobra,STD,29107.3,01/06/2022,30/06/2022
Saudi Arabia,Riyal,SAR,4.6777,01/06/2022,30/06/2022
Senegal,CFA Franc,XOF,774.5124,01/06/2022,30/06/2022
Serbia,Dinar,RSD,138.7096,01/06/2022,30/06/2022
Seychelles,Rupee,SCR,17.9223,01/06/2022,30/06/2022
Sierra Leone,Leone,SLL,16043.1497,01/06/2022,30/06/2022
Singapore,Dollar,SGD,1.7283,01/06/2022,30/06/2022
Soloman Islands,Dollar,SBD,10.0915,01/06/2022,30/06/2022
Somali Republic,Schilling,SOS,720.5452,01/06/2022,30/06/2022
South Africa,Rand,ZAR,19.8967,01/06/2022,30/06/2022
South Korea,Won,KRW,1590.2433,01/06/2022,30/06/2022
Sri Lanka,Rupee,LKR,446.8497,01/06/2022,30/06/2022
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3514,01/06/2022,30/06/2022
St Lucia,E Caribbean Dollar,XCD,3.3514,01/06/2022,30/06/2022
St Vincent,E Caribbean Dollar,XCD,3.3514,01/06/2022,30/06/2022
Sudan Republic,Pound,SDG,564.7684,01/06/2022,30/06/2022
Surinam,Dollar,SRD,26.0315,01/06/2022,30/06/2022
Swaziland,Lilangeni,SZL,19.8383,01/06/2022,30/06/2022
Sweden,Krona,SEK,12.3862,01/06/2022,30/06/2022
Switzerland,Franc,CHF,1.2381,01/06/2022,30/06/2022
Taiwan,Dollar,TWD,37.0643,01/06/2022,30/06/2022
Tanzania,Schilling,TZS,2885.9046,01/06/2022,30/06/2022
Thailand,Baht,THB,43.0421,01/06/2022,30/06/2022
Togo Republic,CFA Franc,XOF,774.5124,01/06/2022,30/06/2022
Tonga Islands,Pa'anga (AUS),TOP,1.7806,01/06/2022,30/06/2022
Trinidad/Tobago,Dollar,TTD,8.3823,01/06/2022,30/06/2022
Tunisia,Dinar,TND,3.8726,01/06/2022,30/06/2022
Turkey,Turkish  Lira,TRY,19.829,01/06/2022,30/06/2022
Turkmenistan,New Manat,TMT,4.3444,01/06/2022,30/06/2022
UAE,Dirham,AED,4.5592,01/06/2022,30/06/2022
Uganda,Schilling,UGX,4530.5614,01/06/2022,30/06/2022
Ukraine,Hryvnia,UAH,36.6463,01/06/2022,30/06/2022
Uruguay,Peso,UYU,50.3016,01/06/2022,30/06/2022
USA,Dollar,USD,1.2471,01/06/2022,30/06/2022
Uzbekistan,Sum,UZS,13815.8186,01/06/2022,30/06/2022
Vanuatu,Vatu,VUV,145.5923,01/06/2022,30/06/2022
Venezuela,Bolivar Fuerte,VEF,307733.02,01/06/2022,30/06/2022
Vietnam,Dong,VND,28723.829,01/06/2022,30/06/2022
Wallis & Futuna Islands,CFP Franc,XPF,140.8993,01/06/2022,30/06/2022
Western Samoa,Tala,WST,3.3448,01/06/2022,30/06/2022
Yemen (Rep of),Rial,YER,310.3682,01/06/2022,30/06/2022
Zambia,Kwacha,ZMW,21.1323,01/06/2022,30/06/2022
Zimbabwe,Dollar,ZWL,449.2081,01/06/2022,30/06/2022
